x,y,error
0.0,4.425640772056359,0.8863540025730166
0.3,5.812054564076767,0.9831592311901023
0.6,7.026474466136024,0.9859906889046353
0.8999999999999999,6.764267718909265,0.7446673396930215
1.2,6.839588851982621,0.8883300421785183
1.5,7.95919716633199,0.7633372433250059
1.7999999999999998,8.62056136620402,0.9819121150178185
2.1,8.981100167403504,0.45173053065953883
2.4,9.359882971834242,0.39699566441919354
2.6999999999999997,10.695251377497682,0.579766834345668
3.0,11.482324930925076,0.8800509597305428
3.3,11.620208631695633,0.674539653083913
3.5999999999999996,11.716370209241395,0.7026417718116629
3.9,13.30925796405039,0.9163884151647106
4.2,13.48180649800424,0.47841506390248306
4.5,14.22661456244743,0.5126925187182106
4.8,13.681514355736928,0.6832514961328752
5.1,15.901884309241646,0.5635253906874218
5.3999999999999995,16.762895359304995,0.6990658882429326
5.7,16.83072190261468,0.5475608074736515
6.0,17.41832934748978,0.3470927642026639
6.3,17.63436312172311,0.7581860854051045
6.6,18.092244216843426,0.4970617901712334
6.8999999999999995,18.74591217083099,0.8156348249213725
7.199999999999999,20.278372346409718,0.8677512333606083
7.5,20.515644716606232,0.7689364540099491
7.8,20.377367464868243,0.7026289168536264
8.1,20.960781610735545,0.3077045959475146
8.4,21.036516201369857,0.6617526474653427
8.7,22.048272949982053,0.31754069054226797
9.0,23.12904455746344,0.8395672219791848
9.299999999999999,24.525840100959254,0.9067459683334329
9.6,24.817731727408702,0.5985773552291603
9.9,24.258312530768226,0.6540733547624773
10.2,24.41131130042917,0.9735371561442279
10.5,25.188248598274626,0.6000627166952932
10.799999999999999,25.989082417644205,0.3252090766012443
11.1,26.848998955585532,0.7714716332737825
11.4,28.290654641807002,0.7949736904362612
11.7,28.45907269971114,0.42836573253028687
12.0,29.315159435355284,0.9538520423103385
12.299999999999999,29.36852679252696,0.6746741219012008
12.6,31.108598249360494,0.5388738797746893
12.9,29.82782728969842,0.37061640601994983
13.2,32.14594390355275,0.4864313133142091
13.5,31.041276459771467,0.9074811065973989
13.799999999999999,32.16381331328938,0.8324378768507978
14.1,34.198619552051,0.5464701247212667
14.399999999999999,33.09942741344579,0.6312422016622552
14.7,34.41354767613337,0.834370193875476
15.0,35.20865322973801,0.7019572399033149
15.299999999999999,34.99899200524547,0.43134666928156185
15.6,35.34026879378679,0.6955673477382671
15.899999999999999,36.57034481106077,0.9934295560229152
16.2,37.80473364220886,0.8070824669796479
16.5,37.58045664600061,0.8800986829401236
16.8,39.37465111903628,0.679416294823617
17.099999999999998,38.99734815638456,0.8300800265281381
17.4,40.66351995850328,0.7778507233775876
17.7,40.44781993377855,0.5657245257002377
18.0,40.388076486542786,0.9181012018437318
18.3,42.24821316246448,0.8267985892847958
18.599999999999998,43.06422944762981,0.39509906352070207
18.9,42.457993659734115,0.3518716772444949
19.2,42.87366650094559,0.6336723164528417
19.5,43.09211534935219,0.6656476174873622
19.8,44.0973006253949,0.48162812450864995
20.099999999999998,45.06159449868155,0.44188507019050915
20.4,46.249910174768175,0.7428534490075276
20.7,47.342987214227605,0.8543781608795544
21.0,46.63252671671725,0.32868271956185313
21.3,47.82369196103323,0.5513265403784406
21.599999999999998,47.93695769355216,0.39446254225513394
21.9,48.44919689715262,0.9185838986187804
22.2,48.57638912049168,0.9392910084331387
22.5,50.01442594720185,0.9354527740125274
22.8,49.835038428686474,0.8317688329554911
23.099999999999998,51.71922398977287,0.4637001476096134
23.4,51.24897813750513,0.373997607199355
23.7,53.331359560025106,0.9580987165435848
24.0,53.495856650895654,0.6326717408183371
24.3,52.95144681039976,0.5046593542596471
24.599999999999998,54.63387119915549,0.8758795541838982
24.9,54.659369080068785,0.8368273081613751
25.2,55.191852233139116,0.5170228893913922
25.5,56.79797532693284,0.33109212825460105
25.8,56.38467014645979,0.7052039644098879
26.099999999999998,56.9637724040553,0.5997861139876404
26.4,58.41253225115527,0.6501753780473718
26.7,58.49420952770974,0.9416935851923207
27.0,59.986615503028325,0.7510121856356456
27.3,60.312053627788714,0.7236132473718426
27.599999999999998,60.21806565423217,0.8466079512841456
27.9,60.32672701804147,0.9152467253669221
28.2,60.912464684363066,0.5775322113187071
28.5,61.09358753002699,0.8070579847983097
28.799999999999997,62.65438668944752,0.7430163693361691
29.099999999999998,62.895146286806565,0.39635491725919547
29.4,63.00308219571546,0.31301024718671666
29.7,64.24159243215372,0.5254540847232672
