x,y
0.0,4.810846757793217
0.3,5.2392278234531044
0.6,5.602985204623595
0.8999999999999999,6.323298033732461
1.2,6.617439154242981
1.5,8.371621397869662
1.7999999999999998,8.79437309607761
2.1,9.04597551523975
2.4,10.098754828893014
2.6999999999999997,11.070201030629649
3.0,11.415816179487553
3.3,11.694990549492113
3.5999999999999996,12.383749541439647
3.9,13.400102492402931
4.2,12.977379166861425
4.5,14.180879720751351
4.8,15.378091854691016
5.1,15.879740679545062
5.3999999999999995,16.00859591106976
5.7,16.70004613071959
6.0,16.9503053951266
6.3,18.34533278139479
6.6,18.517404772512783
6.8999999999999995,18.5017656795087
7.199999999999999,19.415442039143823
7.5,20.06096656145992
7.8,21.09981465887058
8.1,21.491845475650152
8.4,21.7925437659852
8.7,21.76044514589673
9.0,23.420666638025022
9.299999999999999,23.87486059767805
9.6,23.99844851205135
9.9,24.02471389059389
10.2,26.04162332339678
10.5,25.236304908413487
10.799999999999999,25.91599121726956
11.1,27.847924526199243
11.4,28.378036361154088
11.7,28.450758955898543
12.0,28.227141161731467
12.299999999999999,28.867289241084094
12.6,29.663609461779675
12.9,31.099319512531988
13.2,31.907643871684307
13.5,31.38615140301381
13.799999999999999,33.00112016513774
14.1,32.71570885444071
14.399999999999999,34.42706227586011
14.7,34.45729198125022
15.0,34.87908087339499
15.299999999999999,34.99455797317497
15.6,36.43728526857127
15.899999999999999,36.14604918017759
16.2,36.81169373496948
16.5,38.375400710602456
16.8,38.984204010128444
17.099999999999998,38.445453215600324
17.4,39.252751976583504
17.7,39.6394691142355
18.0,41.506812375394986
18.3,40.90744389542752
18.599999999999998,42.36830714917016
18.9,42.591085056332915
19.2,43.51461001596673
19.5,44.71951922852849
19.8,44.64491645478258
20.099999999999998,44.59525498587778
20.4,45.515735964903264
20.7,45.919786055233814
21.0,46.36061481763879
21.3,47.13094205591427
21.599999999999998,47.785574150152634
21.9,49.56773803896296
22.2,50.17554491697806
22.5,50.775904399410734
22.8,51.08930646848155
23.099999999999998,50.6353214997938
23.4,51.380790716965215
23.7,52.00195958457587
24.0,52.96071860438545
24.3,53.41666741879172
24.599999999999998,54.83590137428502
24.9,54.93178937512327
25.2,55.860495427071065
25.5,55.59630023029872
25.8,56.802756814310236
26.099999999999998,57.26749907059334
26.4,57.21768794410364
26.7,59.0663911124796
27.0,59.19211589415195
27.3,59.82031257527457
27.599999999999998,60.26113973102193
27.9,60.418502025148285
28.2,61.90630476414438
28.5,61.28774478357351
28.799999999999997,63.20518514953955
29.099999999999998,63.061065465322
29.4,64.04559996200739
29.7,64.50430971570192
