x,y
0.0,4.293372924154776
0.5,6.387812339734244
1.0,7.096411668076669
1.5,8.179880705560032
2.0,8.324549736663974
2.5,10.769982018284594
3.0,11.380872305388012
3.5,11.476155749637911
4.0,12.414688040169588
4.5,13.85929870536421
5.0,15.095444758975464
5.5,15.952568326787667
6.0,17.199198770821496
6.5,18.333338552568605
7.0,18.204196117062825
7.5,19.50561239596669
8.0,21.134299164044712
8.5,21.220902892123924
9.0,22.940213063406254
9.5,24.383925100261433
10.0,24.716005618572396
10.5,26.035882395483412
11.0,26.235312771748635
11.5,27.47489986360073
12.0,29.52615913628905
12.5,30.40774466214359
13.0,30.334892011669183
13.5,32.293356566319886
14.0,32.535011264753
14.5,33.210354624834125
15.0,34.248527459606656
15.5,36.01758922051573
16.0,37.01558255728544
16.5,37.85318783880763
17.0,38.73461902772489
17.5,40.268596479502804
18.0,40.94547690043001
18.5,42.060816597067394
19.0,43.02908981364046
19.5,44.51826792099696
20.0,44.2752119348814
20.5,46.31319196345036
21.0,46.27302306296624
21.5,47.46388487554419
22.0,48.95571074256968
22.5,50.20989786789992
23.0,50.83660544740198
23.5,51.21458658631866
24.0,53.21904833779504
24.5,53.89424539243007
